,decision_id,decision_description,contract_id,contract_description
2825,D.922/2011.,"vállalkozással vegyes szállítási szerződés 31 új gyártású villamos jármű, valamint az üzemeltetésükhöz szükséges egyéb áruk szállítására és a kapcsolódó szolgáltatások nyújtására",2142,"vállalkozási szerződés közvilágítási, valamint tér - és díszvilágítási berendezések üzemeltetésére karbantartására szolnok városában"
2826,D.922/2014.,egészségügyi szakmai anyagok beszerzése (novomed kft.) 2012. évben - kbt. mellőzése ,583116,intraoperatív monitor beszerzése - adás-vételi szerződés
2827,D.923/2011.,"gyalogtúra útvonalak hálózata a marosháton - természet háza, szerződés módosításáról szóló tájékoztató jogellenessége",13132,"tájékoztatás ""az egészségügyi alapellátás fejlesztése tótkomlóson a központi orvosi rendelő felújításával és akadálymentesítésével"" tárgyú eljárás eredményéről"
2828,D.923/2014.,"egyéb szakmai anyagok, egyéb szolgáltatások, szakanyag vegyszerek beszerzése (orgentec hungary kft.) 2012. évben - kbt. mellőzése",588261,in vitro fertilisatio eljáráshoz szükséges laboratóriumi vegyszerek beszerzése a támop-4.2.2.a-11/1/konv-2012-0053 pályázat keretében ii.
2829,D.924/2011.,az egyetemes postai szolgáltatás körébe tartozó levélküldemények végpontos átfutási időmérésének lebonyolítására vonatkozó szolgáltatási szerződés,15638,vonalkódos küldeményazonosító címkék gyártása és szállítása - tájékoztató az eljárás eredményéről
2830,D.924/2014.,"egyéb szakmai anyagok, karbantartás, javítási szolgáltatás, műszaki, karbantartási anyagok, nagyértékű gépek, berendezések és felszerelések beszerzése (orvostechnika ker. és szolg. zrt.) 2012. évben - kbt. mellőzése",588258,"az ágazati felkészítés a hazai eli projekttel összefüggő képzési és k+f feladatokra című projekt megvalósítása során tananyagok harmonizálása, alkalmazása, valamint az ágazati együttműködés fejlesztése tárgyú szolgáltatás beszerzése a projektet megvalósító konzorcium részére a pécsi tudományegyetemen."
2831,D.925/2010.,100.000 adag + legfeljebb 50 %% streptococcus pneumoniae 13 szerotípusa ellen védelmet nyújtó konjugált vakcina csecsemőknek és kisgyermekek részére,19840,szállítási szerződés humán veszettség elleni vakcina beszerzésére
2832,D.925/2011.,raman optikai aktivitás spektrométer szállítása,15655,spektrométer beszerzés-eredmény
2833,D.925/2014.,"dekoráció, kiáll. tárgy, egyéb reprezentációs szolgáltatás, egyéb szakmai anyagok, egyéb üzemeltetési, fenntart. szolg., irodaszer, sokszorosítási anyagok, protokoll tárgyak beszerzése, személyi jellegű kiadások, textilek, varrodai anyagok beszerzése (pólótransz kft.) 2012. évben - kbt. mellőzése",583415,a támop-4.2.2.a-11/1/konv-2012-0053 pályázat keretében végzett mesterséges megtermékenyítés sikerességét befolyásoló tápoldat-markerek vizsgálatához szükséges eszközök beszerzésére szállítási szerződés
2834,D.926/2014.,"egészségügyi szakmai anyagok, egyéb szakmai anyagok, egyéb szolgáltatások, irodaszer, sokszorosítási anyagok, szakanyag vegyszerek beszerzése (sarstedt kft.) 2012. évben - kbt. mellőzése",588261,in vitro fertilisatio eljáráshoz szükséges laboratóriumi vegyszerek beszerzése a támop-4.2.2.a-11/1/konv-2012-0053 pályázat keretében ii.
2836,D.927/2014.,"karbantartás, javítási szolgáltatás, karbantartási, kisjavítási szolg. (ingatlan) beszerzése (schindler hungária lift. kft.) 2012. évben - kbt. mellőzése",587356,"felújítási, karbantartási, építési munkák elvégzése a pte áok telephelyén."
2837,D.928/2010.,agóra-multifunkcionális közösségi központok és területi közművelődési tanácsadó szolgálat infrastrukturális feltételeinek kialakítása,32260,"hitelfelvétel a ""sikeres magyarországért"" önkormányzati infrastruktúrafejlesztési hitelprogram keretében"
2838,D.928/2014.,"építési beruházások, karbantartási, javítási szolgáltatás beszerzése (siel-inczédy és társa kft.) 2012. évben - kbt. mellőzése",555763,szolgáltatási szerződés
2839,D.929/2014.,"dekoráció, kiáll.tárgy., egészségügyi szakmai anyagok, egyéb szakmai anyagok, egyéb szolgáltatások, kisértékű gépek, berendezések, nagyértékű gépek, berendezések és felszerelések, nagyértékű tárgyi eszközök, szakanyag vegyszerek beszerzése (sigma-aldrich kft.) 2012. évben - kbt. mellőzése",588261,in vitro fertilisatio eljáráshoz szükséges laboratóriumi vegyszerek beszerzése a támop-4.2.2.a-11/1/konv-2012-0053 pályázat keretében ii.
2840,D.93/10/2009,vállalkozási szerződés rendezvények szervezésére és lebonyolítására,456793,6 db személygépkocsi beszerzése
2841,D.93/2010.,"császári oktatási intézmény (kistérségi közös fenntartású általános iskola és óvoda zrínyi ilona tagiskola iskolája és óvodája) bővítési, felújítási, fejlesztési munkái",439771,"vállalkozási szerződés a ktkt által fenntartott császári oktatási intézmény bővítési-, felújítási-, fejlesztési munkáira"
2842,D.93/2011.,homrogd település szennyvízberuházása,25420,"hortobágy község korszerű szennyvíztisztító telepének kiépítése, és a község csatorna-hálózatának bővítése"
2843,D.93/2012.,pénzügyi tanácsadás,2186,"tájékoztató önkormányzati kártya rendszer kidolgozása, kialakítása és 5 éves üzemeltetése tárgyú eljárás eredményéről"
2844,D.93/2013.,"a ""nyitok hálózat a társadalmi befogadásért"" pályázati program (kódszám: támop-5.3.9-11/1/2012-0001.) keretében irodabútorok beszerzése",555134,a nyitok hálózat a társadalmi befogadásért pályázati program (kódszám: támop-5.3.9-11/1-2012-0001.) keretében 53 db digitális tábla beszerzése.
2845,D.93/2014.,2011. évben adminisztratív feladatok ellátása - kbt. mellőzése,574991,nyilvánossági és tájékoztatási feladatok ellátása a támop-4.1.1.c-12/1/konv-2012-0003 azonosító számú projekt keretében.
2846,D.930/2010.,"somogy megyei önkormányzat kaposi mór oktató kórháza részére különféle gyógyászati, orvos szakmai anyagok szállítása",22132,tájékoztató az eljárás eredményéről somogy megyei önkormányzat kaposi mór oktató kórháza otthoni ekg készülék (telemetriával) beszerzése
2848,D.930/2014.,egészségügyi szakmai anyagok beszerzése (sempermed magyarország kft.) 2013. évben - kbt. mellőzése,583116,intraoperatív monitor beszerzése - adás-vételi szerződés
2849,D.931/2010.,az állami számvevőszék és az állami számvevőszék kutatóintézete alkalmazottai külföldre történő hivatalos utazásainak teljes körű lebonyolításának beszerzése,29678,"szakfordítás és szaktolmácsolás az ajánlatkérő részére államigazgatási terület ellenőrzési, pénzügyi, számviteli, közgadasági, költségvetési, és jogi szakterületein, valamint a fordítások lektorálása, korrektúrázása angol, német francia és spa"
2850,D.931/2011.,"eger, balassi bálint általános iskola ""a"" épület homlokzati nyílászáró csere",45001,"tájékoztató az eljárás eredményéről -  eger, balassi bálint általános iskola „a” épület homlokzati nyílászáró csere."
2851,D.931/2014.,egyéb szolgáltatások beszerzése (neurend kft.) 2012. évben - kbt. mellőzése,555763,szolgáltatási szerződés
2852,D.932/2011.,"produkciós feladatok, pr feladatok, rendezvényszervezés 2. rész",11021,tájékoztató az eljárás eredményéről - az nfü székházában takarítási feladatok ellátása
2853,D.932/2014.,egyéb szolgáltatások beszerzése (ovimed kft.) 2012. évben - kbt. mellőzése,555763,szolgáltatási szerződés
2854,D.933/2010.,a keop-1.2.0/b pályázat projektmenedzsment szervezet feladatainak teljes körű ellátása,14488,a keop-1.2.0/b pályázat projektmenedzsment szervezet feladatainak teljes körű ellátása
2855,D.933/2011.,vásárhelyi pál u komplex felújítása i. ütem tárgyú építési beruházás során felmerült tartalékkereten felüli pótmunka,10524,"tájékoztató az eljárás eredményéről ""az érdi vörösmarty gimnázium labor átalakítási-felújítási munkáinak kivitelezése során műszaki ellenőri feladatok ellátása"" tárgyú eljárás kapcsán"
2856,D.933/2014.,számítástechnikai és ügyviteli eszközök beszerzése (3dhistech kft.) 2012. évben - kbt. mellőzése,583116,intraoperatív monitor beszerzése - adás-vételi szerződés
2857,D.934/2014.,"építési beruházások, karbantartási, kisjavítási szolg. (alfa alumínium kft.) 2012. évben - kbt. mellőzése",587356,"felújítási, karbantartási, építési munkák elvégzése a pte áok telephelyén."
2858,D.935/2010.,gépjármű-üzemanyag üzemanyagkártyával történő beszerzése,20150,kártyás üzemanyag beszerzése nemzetbiztonsági védelem alatt álló gépkocsik üzemeltetéséhez
2859,D.935/2011.,"sarród, lászló-major kármentesítése ",13786,sarród lászló-major területének környezeti kármentesítése - tájékoztató az eljárás eredményéről
2860,D.935/2014.,"egészségügyi szakmai anyagok beszerzése, javítási és karbantartási szolgáltatások (anamed kft.) 2012. évben - kbt. mellőzése ",587356,"felújítási, karbantartási, építési munkák elvégzése a pte áok telephelyén."
2861,D.936/2010.,játszótér építése iváncsán vállalkozási szerződés keretében,27810,játszótér építése iváncsán
2862,D.936/2011.,"közintézményi infokommunikációs szolgáltatások hálózatának hálózat- és üzemeltetési felügyeleti, valamint ügyfélszolgálati szolgáltatás beszerzése",15367,regio-kom térségi kommunális szolgáltató társulás - pr kommunikációs feladatok ellátása
2863,D.936/2014.,"építési beruházások, karbantartási kisjavítási szolgáltatások  (andrics és társa bt.) 2012. évben - kbt. mellőzése ",587356,"felújítási, karbantartási, építési munkák elvégzése a pte áok telephelyén."
2864,D.937/2010.,történelmi pihenőpark kialakítása iváncsán vállalkozási szerződés keretében,30549,történelmi pihenőpark kialakítása iváncsán
2865,D.937/2011.,"a budapesti margit híd pillérszobrainak restaurálása, valamint a hiányzó ""hercules"" szobor rekonstrukciója""",10762,"""a budapesti közösségi közlekedés fejlesztése- buszsáv hosszabbítás az i. kerület mészáros u. - győző u. útvonalon c. projekt kivitelezési munkái"" - eredményről szóló tájékoztató"
2866,D.937/2014.,"dekoráció, kiállítási tárgy, reklám és propagandakiadások, szakkönyv, folyóirat, egyéb szolgáltatások beszerzése (as-m kft.) 2012. évben - kbt. mellőzése",555763,szolgáltatási szerződés
2867,D.938/2010.,gödöllő főtér (szabadság tér és környezete) közműkiváltások és tájépítészeti felszín rehabilitáció,31437,gödöllő főtér (szabadság tér és környezete) közműkiváltások és tájépítészeti felszín rehabilitáció.
2868,D.938/2014.,"dekoráció, kiáll.tárgy, egészségügyi szakanyagok, kisértékű gépek, berendezések, munkaruha, védőruha beszerzése (barta kereskedelmi és szolgáltató bt.) 2012. évben - kbt. mellőzése",583415,a támop-4.2.2.a-11/1/konv-2012-0053 pályázat keretében végzett mesterséges megtermékenyítés sikerességét befolyásoló tápoldat-markerek vizsgálatához szükséges eszközök beszerzésére szállítási szerződés
2869,D.939/2011.,"vállalkozási szerződés fertő tó a neusiedlersee kultúrtáj kerékpárútja egy szakaszának megépítésére és a süttöri templom előtti tér burkolására a rendelkezésre bocsátott tervek, műszaki leírás, illetve útépítési engedély alapján",13344,informatikai eszközök beszerzése a tiop 1.1.1-07/1 pályázat keretében herend város önkormányzata részére - tájékoztató az eljárás eredményéről
2870,D.939/2014.,"egészségügyi szakmai anyagok, egyéb szakmai anyagok, szolgáltatások, nagyértékű gépek, berendezések és felszerelések, szakanyagok, vegyszerek beszerzése (biocenter kft.) 2012. évben - kbt. mellőzése",588261,in vitro fertilisatio eljáráshoz szükséges laboratóriumi vegyszerek beszerzése a támop-4.2.2.a-11/1/konv-2012-0053 pályázat keretében ii.
2871,D.94/2010.,"1) nyilvánossági és marketing szolgáltatások nyújtása, 2) nyilvánosság táblák beszerzése, 3) projekt táblák legyártása és leszállítása „b” típusú táblák felállítása",433994,marketing szolgáltatások beszerzése
2872,D.94/2012.,"közterületi rekonstrukció kivitelezési munkáinak elvégzésére vonatkozó vállalkozási szerződés megkötése a veszprém, integrált településfejlesztés - belváros funkcióbővítő rehabilitációja i. ütem tárgyú projekt keretében",46029,építés vállalkozási szerződés a szandaszőlősi művelődési ház és „agóra” felújítása és funkcióbővítése projektelem tárgyú eljárás eredménye
2873,D.94/2013.,szolgáltatás igénybevételét biztosító határozott idejű ingatlanbérleti és -üzemeltetési szerződés,468368,„szent istván egyetem tek vkk öntözési technológiákhoz kapcsolódó gyakorlati oktató hely kialakításához szükséges nagyságrendileg 9 db eszköz beszerzése”
2874,D.94/2014.,2012. évben  adminisztratív feladatok ellátása - kbt. mellőzése,574991,nyilvánossági és tájékoztatási feladatok ellátása a támop-4.1.1.c-12/1/konv-2012-0003 azonosító számú projekt keretében.
2875,D.940/2010.,"""komplex hallgatói, intézményi és munkaerő-piaci szolgáltatásfejlesztés a pannon egyetemen támogatásban részesített projekt keretében megvalósítandó minőségirányítási rendszer fejlesztése",21033,"pannon egyteme- korábban beszerzett mechatronikai rendszerek laboratóriumi tanterem felszerelésének bővítése,"
2876,D.940/2014.,egészségügyi szakmai anyagok beszerzése (biomedica hungaria kft. cardio) 2012. évben - kbt. mellőzése,588261,in vitro fertilisatio eljáráshoz szükséges laboratóriumi vegyszerek beszerzése a támop-4.2.2.a-11/1/konv-2012-0053 pályázat keretében ii.
2877,D.941/2010.,"békéscsaba, derkovits sor 1. sz. alatti telken kialakítandó agóra-multifunkcionális közösségi központ bontási és építési kivitelezési munkáinak elvégzése és a kivitelezési munkákhoz kapcsolódó egyes szakági kiviteli tervek elkészítése",29501,"a békéscsaba, derkovits sor 1. szám alatti telken kialakítandó agóra multifunkcionális közösségi központ megvalósításához szükséges épületbontási munkák végrehajtása."
2879,D.941/2014.,"egészségügyi szakmai anyagok, egyéb szakmai anyagok beszerzése, karbantartás, javítási szolgáltatás, kisértékű gépek, berendezések, szakanyagok, vegyszerek beszerzése (biomedica hungaria kft.) 2012. évben - kbt. mellőzése",588261,in vitro fertilisatio eljáráshoz szükséges laboratóriumi vegyszerek beszerzése a támop-4.2.2.a-11/1/konv-2012-0053 pályázat keretében ii.
2881,D.942/2014.,"bérleti díjak, egészségügyi szakmai anyagok, egyéb szakmai anyagok beszerzése, nagyértékű gépek, berendezések és felszerelések beszerzése (biomedica hungária kft. labordiag.) 2012. évben - kbt. mellőzése",588261,in vitro fertilisatio eljáráshoz szükséges laboratóriumi vegyszerek beszerzése a támop-4.2.2.a-11/1/konv-2012-0053 pályázat keretében ii.
2882,D.943/2010.,a bírósági közlöny kiadása és terjesztése,30987,"27 db bírósági intézményre vonatkozóan informatikai rendszer bevezetéséhez szükséges szoftverek, fejlesztések, illetve kapcsolódó szolgáltatások és portál beszerzése, oktatással"
2883,D.943/2014.,"kísérleti állat, takarmány beszerzése (bioplan kft.) 2012. évben - kbt. mellőzése",583116,intraoperatív monitor beszerzése - adás-vételi szerződés
2885,D.944/2011.,"árvízvédelmi fővédvonal fejlesztése, szolnok város térségi fejlesztése a jobb parti árvízvédelmi szakaszon (10.02) árvízvédelmi szakasz) című pályázati program megvalósításához szükséges lőszermentesítési feladatok ellátása",854,pr feladatok ellátása.
2886,D.944/2014.,"egészségügyi szakmai anyagok, egyéb szakmai anyagok, irodaszer, sokszorosítási anyagok, kisértékű gépek, berendezések, műszaki karbantartási anyagok, szakanyagok, vegyszerek beszerzése (c.p.p budapest) 2012. évben - kbt. mellőzése",588261,in vitro fertilisatio eljáráshoz szükséges laboratóriumi vegyszerek beszerzése a támop-4.2.2.a-11/1/konv-2012-0053 pályázat keretében ii.
2887,D.945/2014.,"dekoráció, kiáll.tárgy, egyéb reprezentációs szolgáltatás, egyéb szolgáltatások, egyéb üzemeletési, fenntartási szolg. stb. (danubius zrt.) 2012. évben - kbt. mellőzése",577385,távhőszolgáltatás ellátása szolgáltatási keretszerződés keretében.
2889,D.946/2011.,"vállalkozási szerződés a tisza-tavi ökocentrum megvalósításával kapcsolatos pr, marketing-kommunikációs és kreatív feladatok ellátására",10710,közösségi közlekedés színvonalának javítását célzó infrastrukturális beruházás olasz közigazgatási területén - tájékoztató az eljárás eredményéről
2890,D.946/2014.,"bérleti díjak,egészségügyi szakmai anyagok, egyéb szakmai anyagok, irodaszer, sokszorosítási anyagok beszerzése, karbantartási, javítási szolgáltatás, szakanyag vegyszerek beszerzése (diagnosticum zrt.) 2012. évben - kbt. mellőzése",588261,in vitro fertilisatio eljáráshoz szükséges laboratóriumi vegyszerek beszerzése a támop-4.2.2.a-11/1/konv-2012-0053 pályázat keretében ii.
2891,D.947/2011.,"ii. rész: adásvételi keretszerződés, melynek tárgya magyarországon közvetlenül nem elérhető, küföldi kiadású tudományos és szakmai könyvek beszerzése ",44708,"tájékoztató az eljárás eredményéről ""kőrösi csoma sándor kollégium ""a"" épületébe hűtőszekrények beszerzése"" tárgyban"
2892,D.947/2014.,"építési beruházások, karbantartási kisjavítási szolgáltatások  (anorid kft.) 2012. évben - kbt. mellőzése  ",587356,"felújítási, karbantartási, építési munkák elvégzése a pte áok telephelyén."
2893,D.948/2011.,"vállalkozással vegyes szállítási szerződés 31 új gyártású villamos jármű, valamint az üzemeltetésükhöz szükséges egyéb áruk szállítására és a kapcsolódó szolgáltatások nyújtására",14709,tájékoztató az eljárás eredményéről - „megbízási szerződés keretében könyvvizsgálói szolgáltatás és tanácsadás”
2894,D.948/2014.,egyéb üzemeltetési fenntartási szolgáltatás (zsolnay örökségkezelő közhasznú nonprofit kft.) 2013. évben - kbt. mellőzése,577385,távhőszolgáltatás ellátása szolgáltatási keretszerződés keretében.
2895,D.949/2011.,"vállalkozási szerződés a ""füzesgyarmat város (2/a-2/b-4-5-6-7-8-9-10 öbl.) szennyvíz csatornázás és szennyvíz tisztító telep bővítése""  eu-támogatással megvalósítani tervezett projekt kivitelezési feladatok ellátására vonatkozóan (1.rész)",15986,füzesgyarmat város szennyvíz csatornázása és szennyvíz tisztító telep bővítése” kapcsolatos projektmenedzseri munkák ellátására a jogi tanácsadói feladatok nélkül
2896,D.949/2014.,"egyéb reprezentációs szolgáltatás egyéb üzemeltetési, fenntartási szolg., gázenergia-szolgáltatás díja, ingatlanbérleti díj, személyi jellegű kiadások, távhő- és melegvíz-szolgáltatás díja, villamosenergia-szolgáltatás, víz- és csatornadíjak (zsolnay örökségkezelő nonprofit kft.) 2013. évben - kbt. mellőzése",588258,"az ágazati felkészítés a hazai eli projekttel összefüggő képzési és k+f feladatokra című projekt megvalósítása során tananyagok harmonizálása, alkalmazása, valamint az ágazati együttműködés fejlesztése tárgyú szolgáltatás beszerzése a projektet megvalósító konzorcium részére a pécsi tudományegyetemen."
2897,D.95/2014.,2011. évben különféle könyvek beszerzése - kbt. mellőzése,570769,a széchenyi istván egyetem támop-4.2.2.a-11/1/konv-2012-0012 és támop-4.2.2.a-11/1/konv-2012-0069 azonosítószámú projektek keretében k+f tevékenységhez szükséges hardverek beszerzése szállítási szerződés keretében.
2898,D.950/2010.,vállalkozási szerződés a karasica és a vasas - belvárdi vízfolyások vízkárelhárítási fejlesztése tárgyában ,28041,középvízi mederrézsű helyreállítása szeged belvárosában az árvízi emlékmű és a rakpart északi feljáró közötti szakaszon
2899,D.950/2011.,"az úmft dokumentumok digitalizálása és archiválása projekthez kapcsolódóan az intézményrendszeri elektronikus iratkezelési szabályozás előkészítése, bevezetése, helyszíni támogatása, irattárolási terv kidolgozása",10644,"tájékoztató az ""elektronikus iratkezelési rendszer üzemeltetése és átalakítása 2011. augusztus 31-ig tartó határozott időtartamra"" tárgyú eljárás eredményéről"
2900,D.950/2014.,egészségügyi szakmai anyagok beszerzése (vascular venture kft.) 2013. évben  - kbt. mellőzése ,588261,in vitro fertilisatio eljáráshoz szükséges laboratóriumi vegyszerek beszerzése a támop-4.2.2.a-11/1/konv-2012-0053 pályázat keretében ii.
2901,D.951/2014.,egészségügyi szakmai anyagok beszerzése (vascular venture kft.) 2013. évben - kbt. mellőzése,588261,in vitro fertilisatio eljáráshoz szükséges laboratóriumi vegyszerek beszerzése a támop-4.2.2.a-11/1/konv-2012-0053 pályázat keretében ii.
2902,D.952/2011.,szalaszend község szennyvízelvezetésnek és -tisztításának kiépítése,1230,"szada, észak-nyugati településrész vízrendezése i. ütem"
2903,D.952/2014.,"egészségügyi szakmai anyagok, egyéb szakmai anyagok, műszaki ,karbantartási anyagok, szakanyag vegyszerek beszerzése (roche magyarország kft.) 2013. évben - kbt. mellőzése",588261,in vitro fertilisatio eljáráshoz szükséges laboratóriumi vegyszerek beszerzése a támop-4.2.2.a-11/1/konv-2012-0053 pályázat keretében ii.
2904,D.953/2011.,"az ajánlatkérő lágymányosi campusán lévő északi- és déli tömb (107 ezer m2), valamint külső környezete üzemeltetése kapcsán felmerült beruházási munkák elvégzése",44708,"tájékoztató az eljárás eredményéről ""kőrösi csoma sándor kollégium ""a"" épületébe hűtőszekrények beszerzése"" tárgyban"
2905,D.953/2014.,"bérleti díjak, egézségügyi szakmai anyagok, műszaki, karbantartási anyagok beszerzése, karbantartás, javítási szolgáltatás beszerzése (roche magyarország kft.) 2013. évben - kbt. mellőzése",588258,"az ágazati felkészítés a hazai eli projekttel összefüggő képzési és k+f feladatokra című projekt megvalósítása során tananyagok harmonizálása, alkalmazása, valamint az ágazati együttműködés fejlesztése tárgyú szolgáltatás beszerzése a projektet megvalósító konzorcium részére a pécsi tudományegyetemen."
2906,D.954/2010.,"szeged, vásárhelyi pál utca komplex építési munkáinak kivitelezése és tervezés- 1. ütem (pulz utca és bakay nándor utca között)",20301,"szeged, vásárhelyi pál utca komplex felújítása"
2907,D.954/2011.,alsópáhok-hévíz közti kerékpárút építés kiviteli munkái nydop-4.3.1/b-09-2009-0006 számú projekt keretében,12453,iskolafejlesztés jákon a 21. századi oktatási környezet kialakításáért(tájékoztató)
2908,D.954/2014.,"egészségügyi szakmai anyagok, egyéb szakmai anyagok, egyéb szolgáltatások, karbantartási, javítási szolgáltatás, szakanyag vegyszerek beszerzése (radiometer magyarország kft.) 2013. évben - kbt. mellőzése",588261,in vitro fertilisatio eljáráshoz szükséges laboratóriumi vegyszerek beszerzése a támop-4.2.2.a-11/1/konv-2012-0053 pályázat keretében ii.
2909,D.955/2010.,útszórósó szállítása,30817,20 db (-25%) (legfeljebb 20 db) kombinált okmány- és ujjnyomat-olvasó eszköz szállítása a külügyminisztérium számára
2910,D.955/2011.,"a fővárosi taxiállomások létesítésével, fenntartásával, működtetésével és megszüntetésével kapcsolatos feladatok ellátásához szükséges eszközök beszerzése",44992,„számítástechnikai eszközök beszerzése a bkk zrt. részére”
2911,D.955/2014.,"dekoráció, kiáll.tárgy., egyéb reprezentációs szolgáltatás, egyéb szolgáltatások, egyéb üzemeltetési, fenntart. szolg. irodaszer, sokszorosítási anyagok, munkaruha, védőruha, műszaki, karbantartási anyagok, protokoll tárgyak, reklám és propagandakiadások beszerzése (pólótransz kft.) 2013. évben - kbt. mellőzése",588258,"az ágazati felkészítés a hazai eli projekttel összefüggő képzési és k+f feladatokra című projekt megvalósítása során tananyagok harmonizálása, alkalmazása, valamint az ágazati együttműködés fejlesztése tárgyú szolgáltatás beszerzése a projektet megvalósító konzorcium részére a pécsi tudományegyetemen."
2912,D.956/2010.,"a bkv zrt. autó- és trolibuszainak javítási, felújítási és átalakítási munkái",27419,"bkv zrt. által üzemeltetett autóbusz és trolibusz, hév, metró és villamos járművekhez festékek és segédanyagok szállítása"
2913,D.956/2014.,egyéb szolgáltatások beszerzése (pedicomp kft. ) 2013. évben - kbt. mellőzése,555763,szolgáltatási szerződés
2914,D.957/2010.,mosodai szolgáltatás,26713,egészségügyi mosodai szolgáltatás megvalósítása
2915,D.957/2011.,budapest központi  szennyvíztisztító telep és kapcsolódó létesítményei projekt - col 3 - lot 6 - tehermentesítő gyűjtőcsatornák és kapcsolódó létesítményei,504,„budapesti kerékpárforgalmi hálózat fejlesztése – xvii. pesti úti kerékpárút c. projektek kivitelezési munkái és a hozzá kapcsolódó feladatok elvégzése” / tájékoztató az eljárás eredményéről
2916,D.957/2014.,szakanyag vegyszerek beszerzése (orgentec hungary kft.) 2013. évben - kbt. mellőzése,588261,in vitro fertilisatio eljáráshoz szükséges laboratóriumi vegyszerek beszerzése a támop-4.2.2.a-11/1/konv-2012-0053 pályázat keretében ii.
2917,D.958/2010.,"irodaszer szállítás nyme-gf,03/2010",27686,"eger, eszterházy tér 3-4. sz. épületek utcai homlokzat helyreállítása (eredm.táj.)"
2918,D.958/2011.,elektronikus jogszabály-nyilvántartó szoftverek és kapcsolódó szolgáltatások,15910,könyvvizsgálói szolgáltatás
2919,D.958/2014.,egészségügyi szakmai anyagok beszerzése (novomed kft.) 2013. évben - kbt. mellőzése,583116,intraoperatív monitor beszerzése - adás-vételi szerződés
2920,D.959/2010.,intraaortikus ballonpumpa katéter 40 db/év,25578,felsőkategóriás uh-diagnosztikai készülék bérlete - eljárás eredménye.
2921,D.959/2014.,egyéb szolgáltatások beszerzése (neurend kft.) 2013. évben - kbt. mellőzése,555763,szolgáltatási szerződés
2922,D.96/2010.,elektronikus jogszabály-nyilvántartó és céginformációs rendszerhez történő hozzáférés biztosítása,434471,elektronikus árlejtés szolgáltatás - 2009
2923,D.96/2014.,2012. évben különféle könyvek beszerzése - kbt. mellőzése ,570769,a széchenyi istván egyetem támop-4.2.2.a-11/1/konv-2012-0012 és támop-4.2.2.a-11/1/konv-2012-0069 azonosítószámú projektek keretében k+f tevékenységhez szükséges hardverek beszerzése szállítási szerződés keretében.
2924,D.960/2014.,"építési beruházások, karbantartás, javítási szolgáltatás, karbantartási, kisjavítási szolg. (ingatlan) (schindler hungária lift kft.) 2013. évben - kbt. mellőzése",587356,"felújítási, karbantartási, építési munkák elvégzése a pte áok telephelyén."
2925,D.961/2010.,az mta kémiai kutatóközpont q2 iroda és laborépülete 1. ütemének kivitelezése 23%%-os készültségi fokon álló építési beruházás folytatásával,18641,"az mta kk q2 kutatóközpontjának megvalósításához szükséges, építési beruházáshoz kapcsolódó jogok beszerzése - tájékoztató az eljárás eredményéről"
2926,D.961/2014.,"egészségügyi szakmai anyagok, egyéb szakmai anyagok, szakanyag vegyszerek beszerzése (izinta kereskedelmi kft.) 2013. évben - kbt. mellőzése",588261,in vitro fertilisatio eljáráshoz szükséges laboratóriumi vegyszerek beszerzése a támop-4.2.2.a-11/1/konv-2012-0053 pályázat keretében ii.
2927,D.962/2011.,lámpatestek beszerzésére irányuló szállítási szerződés - 2. rész,1123,szállítási szerződés meleg és hidegétkezési utalványok beszerzésére
2928,D.962/2014.,egészségügyi szakmai anyagok beszerzése (hoszplant kft.) 2013. évben - kbt. mellőzése,583116,intraoperatív monitor beszerzése - adás-vételi szerződés
2929,D.963/2010.,"megbízási szerződés ""csenger városban szennyvízközmű építése"" projekt megvalósításához műszaki ellenőri tevékenység ellátására",23384,vállalkozási szerződés és kiviteli terv készítése szennyvíztisztító telep építésére fidic sárga könyv szerint csenger városban.
2930,D.963/2011.,"vállalkozási szerződés a tatabánya- a vértes agórája című, tiop-1.2.1-08/2-2009-004 pályázathoz kapcsolódó kivitelezési munkák elvégzése",15506,tájékoztató az eljárás eredményéről -  vállalkozási szerződés alapján a „via savaria si-hu-1-1-003 - szent márton történelmi sétaút” 4 szombathelyi állomásához kapcsolódó informatív objektumok elkészítése
2931,D.963/2014.,gázenergia-szolgáltatás díja (főgáz zrt.) 2013. évben - kbt. mellőzése,555763,szolgáltatási szerződés
2932,D.964/2011.,"kompetenciaalapú nevelés tere, a környei vackor óvoda és bölcsőde új épületének építése",297,"kóny, tiop-1.1.1/07/1 pályázat keretében informatikai eszközök beszerzése és kapcsolódó szolgáltatás (oktatás) ellátása. tájékoztató az eljárás eredményéről."
2933,D.964/2014.,gázenergia-szolgáltatás díja (főgáz zrt.) 2013. évben  - kbt. mellőzése,555763,szolgáltatási szerződés
2934,D.965/2011.,szállítási szerződés émor-tisz zrt. társintézménye (károly róbert főiskola) tanéttermének és tankonyhájának konyhatechnológiai eszközeinek beszerzésére a tiop-3.1.1-09/1-2009-0011 pályázat keretében,13409,konyhatechnológiai eszközök beszerzése
2935,D.965/2014.,"irodaszer, sokszorosítási anyagok, karbantartás, javítási szolgáltatás, kisértékű gépek, berendezések, számítástechnikai és ügyvitelei eszközök beszerzése (flat-comp kft.) 2013. évben - kbt. mellőzése",574271,cisco eszközök támogatása és logisztikai szolgáltatás biztosítása - megbízási szerződés
